5101,40696,Managment/ Paid,"Amrita School of Dentistry, Kochi",BDS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5102,40703,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5103,40710,Muslim Minority,"Yenepoya Medical College, Mangalore",MBBS,,,,,,,Not Reported Seat
"",,,,,,,,,,,Cancelled
5104,40714,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,6,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5105,40721,Managment/ Paid,"SBKS Med. Inst. and Res. Centre,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sumandeep Vidyapeeth,,,,,,,,Cancelled
5106,40725,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5107,40727,Managment/ Paid,"IMS BHU Dental, Varanasi",BDS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5108,40731,,,,Managment/,"SBKS Med. Inst. and Res. Centre,",MBBS,UR,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,Sumandeep Vidyapeeth,,,,,Round
5109,40745,Managment/ Paid,"SBKS Med. Inst. and Res. Centre,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sumandeep Vidyapeeth,,,,,,,,Cancelled
5110,40746,,,,Managment/,"Yenepoya Medical College, Mangalore",MBBS,UR,OBC,3,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5111,40771,,,,Managment/,Aarupadai Veedu Medical College and,MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"Hospt., Puducherry",,,,,Round
5112,40772,Managment/ Paid,Institute of Medical Sciences and SUM,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Host., Bhubaneswar",,,,,,,,Cancelled
5113,40779,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,9,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5114,40792,Managment/ Paid,"GITAM Institue of Med. Sce. and Res.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Visakhapatnam,,,,,,,,Cancelled
5115,40805,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5116,40816,Managment/ Paid,"Dr. DY Patil Medical College and Hospt.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Pune,,,,,,,,Cancelled
5117,40824,Managment/ Paid,"Shri Sathya Sai Medical College and RI,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kancheepuram,,,,,,,,Cancelled
5118,40826,Managment/ Paid,Dr. DY Patil Medical College and,MBBS,,,,,,,No Upgradation
"",,Seats,"Hospt., Pune",,,,,,,,
5119,40829,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,Managment/,"Amrita Institute of Medical Science,",MBBS,UR,UR,3,Allotted seat from
"",,Seats,,,Paid Seats,Kochi,,,,,fresh choices
5120,40832,Muslim Minority,"Yenepoya Medical College, Mangalore",MBBS,,,,,,,Not Reported Seat
"",,,,,,,,,,,Cancelled
5121,40842,,,,Managment/,"Dr. DY Patil Medical College, Navi",MBBS,UR,UR,2,Allotted in 2nd
"",,,,,Paid Seats,Mumbai,,,,,Round
5122,40845,Muslim Minority,"Yenepoya Medical College, Mangalore",MBBS,,,,,,,Not Reported Seat
"",,,,,,,,,,,Cancelled
5123,40857,Managment/ Paid,"JSS Medical College, Jagadguru",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5124,40861,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5125,40876,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,,,,,,,No Upgradation
"",,Seats,,,,,,,,,
5126,40877,,,,Managment/,Sharad Pawar Dental College and,BDS,UR,OBC,2,Allotted in 2nd
"",,,,,Paid Seats,"Hospital, Wardha",,,,,Round
5127,40882,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5128,40884,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5129,40905,,,,Managment/,Sri Ramachandra Med. College and,MBBS,UR,OBC,6,Allotted in 2nd
"",,,,,Paid Seats,"Res. Inst., Chennai",,,,,Round
5130,40914,Managment/ Paid,Sri Lakshmi Narayana Inst. of Med.,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Scien., Puducherry",,,,,,,,Cancelled
5131,40919,Managment/ Paid,BV Deemed Uni. Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Hos., Sangli",,,,,,,,Cancelled
5132,40940,,,,Managment/,Santosh Medical College and,MBBS,UR,UR,2,Allotted in 2nd
"",,,,,Paid Seats,"Hsopital, Ghaziabad",,,,,Round
5133,40946,,,,Managment/,Sri Ramachandra Med. College and,MBBS,UR,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"Res. Inst., Chennai",,,,,Round
5134,40966,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,Managment/,"Krishna Inst. of Med. Scie., Karad",MBBS,UR,OBC,9,Allotted seat from
"",,Seats,,,Paid Seats,,,,,,fresh choices
5135,40971,Managment/ Paid,Sri Ramachandra Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Res. Inst., Chennai",,,,,,,,Cancelled
5136,40980,Managment/ Paid,Institute of Medical Sciences and SUM,MBBS,,,,,,,No Upgradation
"",,Seats,"Host., Bhubaneswar",,,,,,,,
5137,40992,,,,Managment/,"ACS Medical College and Hospital,",MBBS,UR,UR,4,Allotted in 2nd
"",,,,,Paid Seats,Chennai,,,,,Round
5138,41001,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kolhapur,,,,,,,,Cancelled
5139,41003,Managment/ Paid,Sree Balaji Medical College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Hospital, Chennai",,,,,,,,Cancelled
5140,41011,,,,Managment/,Indira Gandhi Dental College and,BDS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"SBV, Pondycherry",,,,,Round
5141,41016,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5142,41019,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,OBC,8,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5143,41024,Managment/ Paid,"Amrita School of Dentistry, Kochi",BDS,,,,,,,Did not fill up
"",,Seats,,,,,,,,,fresh choices
5144,41032,Managment/ Paid,"Indira Gandhi Dental College and SBV,",BDS,,,,,,,Not Reported Seat
"",,Seats,Pondycherry,,,,,,,,Cancelled
5145,41034,Managment/ Paid,"JSS Medical College, Jagadguru",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5146,41035,Managment/ Paid,"MM Inst. Med. and Research, Mullana",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5147,41037,,,,Managment/,"JSS Medical College, Jagadguru",MBBS,UR,UR,3,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5148,41044,,,,Managment/,Aarupadai Veedu Medical College and,MBBS,UR,UR,2,Allotted in 2nd
"",,,,,Paid Seats,"Hospt., Puducherry",,,,,Round
5149,41050,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5150,41053,Managment/ Paid,"Amrita School of Dentistry, Kochi",BDS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5151,41059,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,OBC,8,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5152,41060,,,,Managment/,GITAM Institue of Med. Sce. and,MBBS,UR,OBC,3,Allotted in 2nd
"",,,,,Paid Seats,"Res., Visakhapatnam",,,,,Round
5153,41062,,,,Managment/,"Santosh Dentall College and Hsopital,",BDS,UR,UR,5,Allotted in 2nd
"",,,,,Paid Seats,Ghaziabad,,,,,Round
5154,41065,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,,,,,,,Did Not Opt for
"",,Seats,,,,,,,,,Upgradation
5155,41068,,,,Managment/,"JSS Medical College, Jagadguru",MBBS,UR,UR,4,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5156,41080,Managment/ Paid,Sri Ramachandra Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Res. Inst., Chennai",,,,,,,,Cancelled
5157,41094,Managment/ Paid,"JSS Medical College, Jagadguru",MBBS,,,,,,,Did Not Opt for
"",,Seats,,,,,,,,,Upgradation
5158,41095,Muslim Minority,"Yenepoya Medical College, Mangalore",MBBS,,,,,,,Not Reported Seat
"",,,,,,,,,,,Cancelled
5159,41109,Muslim Minority,"Yenepoya Medical College, Mangalore",MBBS,,,,,,,Did Not Opt for
"",,,,,,,,,,,Upgradation
5160,41110,Managment/ Paid,Sree Balaji Medical College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Hospital, Chennai",,,,,,,,Cancelled
5161,41115,Managment/ Paid,"MM Inst. Med. and Research, Mullana",MBBS,,,,,,,Did Not Opt for
"",,Seats,,,,,,,,,Upgradation
5162,41134,,,,Managment/,Institute of Medical Sciences and,MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"SUM Host., Bhubaneswar",,,,,Round
5163,41136,Muslim Minority,"Yenepoya Medical College, Mangalore",MBBS,,,,,,,Not Reported Seat
"",,,,,,,,,,,Cancelled
5164,41141,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5165,41143,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,,,,,,,Did Not Opt for
"",,Seats,,,,,,,,,Upgradation
5166,41158,,,,Managment/,"SRM Medical College and Hospital,",MBBS,UR,UR,6,Allotted in 2nd
"",,,,,Paid Seats,Chennai,,,,,Round
5167,41170,,,,Managment/,Aarupadai Veedu Medical College and,MBBS,UR,UR,3,Allotted in 2nd
"",,,,,Paid Seats,"Hospt., Puducherry",,,,,Round
5168,41173,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5169,41185,Managment/ Paid,"GITAM Institue of Med. Sce. and Res.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Visakhapatnam,,,,,,,,Cancelled
5170,41192,,,,Managment/,"MM College of Dental Scie. and Res.,",BDS,UR,UR,3,Allotted in 2nd
"",,,,,Paid Seats,Mullana,,,,,Round
5171,41206,,,,Managment/,Santosh Medical College and,MBBS,UR,UR,3,Allotted in 2nd
"",,,,,Paid Seats,"Hsopital, Ghaziabad",,,,,Round
5172,41210,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5173,41211,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kolhapur,,,,,,,,Cancelled
5174,41216,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,6,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5175,41217,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kolhapur,,,,,,,,Cancelled
5176,41219,Managment/ Paid,"MM College of Dental Scie. and Res.,",BDS,,,,,,,Not Reported Seat
"",,Seats,Mullana,,,,,,,,Cancelled
5177,41220,,,,Managment/,Dr. DY Patil Medical College and,MBBS,UR,UR,4,Allotted in 2nd
"",,,,,Paid Seats,"Hospt., Pune",,,,,Round
5178,41222,,,,Managment/,GITAM Institue of Med. Sce. and,MBBS,UR,UR,7,Allotted in 2nd
"",,,,,Paid Seats,"Res., Visakhapatnam",,,,,Round
5179,41226,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kolhapur,,,,,,,,Cancelled
5180,41229,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,4,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5181,41230,Managment/ Paid,"Dr. DY Patil Medical College, Navi",MBBS,,,,,,,Not Reported Seat
"",,Seats,Mumbai,,,,,,,,Cancelled
5182,41232,,,,Managment/,"MGM Medical College, Aurangabad",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5183,41262,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kolhapur,,,,,,,,Cancelled
5184,41268,Managment/ Paid,BV Deemed Uni. Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Hos., Sangli",,,,,,,,Cancelled
5185,41269,NRI Seats,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,,"Univ., Manipal",,,,,,,,Cancelled
5186,41279,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,4,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5187,41291,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,4,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5188,41307,Managment/ Paid,Sri Ramachandra Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Res. Inst., Chennai",,,,,,,,Cancelled
5189,41310,Managment/ Paid,"JSS Medical College, Jagadguru",MBBS,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,7,Allotted seat from
"",,Seats,,,Paid Seats,,,,,,fresh choices
5190,41317,,,,Managment/,Bharati Vidyapeeth DU Dental College,BDS,UR,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"and Hospt., Pune",,,,,Round
5191,41326,Managment/ Paid,"JSS Medical College, Jagadguru",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5192,41342,,,,Managment/,Aarupadai Veedu Medical College and,MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"Hospt., Puducherry",,,,,Round
5193,41343,,,,Managment/,"ACS Medical College and Hospital,",MBBS,UR,OBC,2,Allotted in 2nd
"",,,,,Paid Seats,Chennai,,,,,Round
5194,41346,Managment/ Paid,Sri Lakshmi Narayana Inst. of Med.,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Scien., Puducherry",,,,,,,,Cancelled
5195,41363,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,8,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5196,41367,Managment/ Paid,"JSS Medical College, Jagadguru",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5197,41375,,,,Managment/,KLE VK Inst. of Dental Scie. Belagavi,BDS,UR,UR,10,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5198,41378,Managment/ Paid,"JSS Medical College, Jagadguru",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5199,41382,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,OBC,8,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5200,41385,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kolhapur,,,,,,,,Cancelled
5201,41386,Managment/ Paid,"JSS Medical College, Jagadguru",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5202,41410,Managment/ Paid,"Santosh Dentall College and Hsopital,",BDS,,,,,,,Not Reported Seat
"",,Seats,Ghaziabad,,,,,,,,Cancelled
5203,41415,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,6,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5204,41420,Managment/ Paid,"JSS Medical College, Jagadguru",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5205,41437,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kolhapur,,,,,,,,Cancelled
5206,41444,,,,Managment/,GITAM Institue of Med. Sce. and,MBBS,UR,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"Res., Visakhapatnam",,,,,Round
5207,41445,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,8,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5208,41448,,,,Managment/,"ACS Medical College and Hospital,",MBBS,UR,OBC,2,Allotted in 2nd
"",,,,,Paid Seats,Chennai,,,,,Round
5209,41454,,,,Managment/,"Yenepoya Medical College, Mangalore",MBBS,UR,UR,4,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5210,41469,,,,Managment/,Indira Gandhi Dental College and,BDS,UR,UR,7,Allotted in 2nd
"",,,,,Paid Seats,"SBV, Pondycherry",,,,,Round
5211,41472,Managment/ Paid,"GITAM Institue of Med. Sce. and Res.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Visakhapatnam,,,,,,,,Cancelled
5212,41486,,,,Managment/,"ACS Medical College and Hospital,",MBBS,UR,OBC,2,Allotted in 2nd
"",,,,,Paid Seats,Chennai,,,,,Round
5213,41492,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5214,41506,,,,Managment/,"Dr. DY Patil Medical College, Navi",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,Mumbai,,,,,Round
5215,41519,Managment/ Paid,"MM College of Dental Scie. and Res.,",BDS,,,,,,,Not Reported Seat
"",,Seats,Mullana,,,,,,,,Cancelled
5216,41520,Managment/ Paid,Institute of Medical Sciences and SUM,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Host., Bhubaneswar",,,,,,,,Cancelled
5217,41523,Muslim Minority,"Yenepoya Medical College, Mangalore",MBBS,,,,,,,Not Reported Seat
"",,,,,,,,,,,Cancelled
5218,41524,Managment/ Paid,"MGM Medical College, Navi Mumbai",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5219,41528,,,,Managment/,"Yenepoya Medical College, Mangalore",MBBS,UR,OBC,2,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5220,41531,Managment/ Paid,Sri Ramachandra Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Res. Inst., Chennai",,,,,,,,Cancelled
5221,41541,Managment/ Paid,"Manipal College of Dental Sce., Manipal",BDS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5222,41542,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,,,,,,,Did not fill up
"",,Seats,,,,,,,,,fresh choices
5223,41553,Managment/ Paid,Sri Ramachandra Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Res. Inst., Chennai",,,,,,,,Cancelled
5224,41555,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,5,Allotted seat from
"",,Seats,,,Paid Seats,,,,,,fresh choices
5225,41560,,,,Managment/,Dr. DY Patil Medical College and,MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"Hospt., Pune",,,,,Round
5226,41574,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,4,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5227,41576,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,5,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5228,41577,,,,Managment/,Santosh Medical College and,MBBS,UR,OBC,5,Allotted in 2nd
"",,,,,Paid Seats,"Hsopital, Ghaziabad",,,,,Round
5229,41591,Managment/ Paid,"VMKV Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Salem,,,,,,,,Cancelled
5230,41602,Managment/ Paid,KLE VK Inst. of Dental Scie. Belagavi,BDS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5231,41604,Managment/ Paid,"MGM Medical College, Navi Mumbai",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5232,41614,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,8,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5233,41618,Managment/ Paid,"MM Inst. Med. and Research, Mullana",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5234,41619,Managment/ Paid,BV Deemed Uni. Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Hos., Sangli",,,,,,,,Cancelled
5235,41621,,,,Managment/,Santosh Medical College and,MBBS,UR,UR,6,Allotted in 2nd
"",,,,,Paid Seats,"Hsopital, Ghaziabad",,,,,Round
5236,41625,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,10,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5237,41628,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,6,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5238,41633,Managment/ Paid,"Dr. DY Patil Medical College, Navi",MBBS,,,,,,,Did Not Opt for
"",,Seats,Mumbai,,,,,,,,Upgradation
5239,41651,Managment/ Paid,"Shri Sathya Sai Medical College and RI,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kancheepuram,,,,,,,,Cancelled
5240,41652,Managment/ Paid,Sri Ramachandra Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Res. Inst., Chennai",,,,,,,,Cancelled
5241,41656,,,,Managment/,"MM Inst. Med. and Research, Mullana",MBBS,UR,UR,3,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5242,41658,Managment/ Paid,"MGM Medical College, Navi Mumbai",MBBS,,,,,,,Did not fill up
"",,Seats,,,,,,,,,fresh choices
5243,41660,Managment/ Paid,"BVD Univ. Med. College, Pune",MBBS,,,,,,,No Upgradation
"",,Seats,,,,,,,,,
5244,41677,,,,Managment/,Meenakshi Medical College Host. and,MBBS,UR,UR,4,Allotted in 2nd
"",,,,,Paid Seats,"Res. Inst., Chennai",,,,,Round
5245,41679,Managment/ Paid,"MGM Medical College, Aurangabad",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5246,41683,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Kolhapur,,,,,,,,Cancelled
5247,41687,,,,Managment/,"Yenepoya Medical College, Mangalore",MBBS,UR,UR,3,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5248,41689,Managment/ Paid,"MGMC and Sri Balaji Vidyapeeth,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Pondicherry,,,,,,,,Cancelled
5249,41699,,,,Managment/,Aarupadai Veedu Medical College and,MBBS,UR,UR,2,Allotted in 2nd
"",,,,,Paid Seats,"Hospt., Puducherry",,,,,Round
5250,41706,,,,Managment/,"Krishna Inst. of Med. Scie., Karad",MBBS,UR,UR,6,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5251,41730,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5252,41737,Managment/ Paid,"MM College of Dental Scie. and Res.,",BDS,,,,,,,Not Reported Seat
"",,Seats,Mullana,,,,,,,,Cancelled
5253,41752,Managment/ Paid,"ACS Medical College and Hospital,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Chennai,,,,,,,,Cancelled
5254,41755,,,,Managment/,"Yenepoya Medical College, Mangalore",MBBS,UR,OBC,3,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5255,41756,Muslim Minority,"Yenepoya Medical College, Mangalore",MBBS,,,,,,,Not Reported Seat
"",,,,,,,,,,,Cancelled
5256,41767,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,Managment/,"Krishna Inst. of Med. Scie., Karad",MBBS,UR,UR,7,Allotted seat from
"",,Seats,Kolhapur,,Paid Seats,,,,,,fresh choices
5257,41772,Managment/ Paid,Sri Ramachandra Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Res. Inst., Chennai",,,,,,,,Cancelled
5258,41777,Managment/ Paid,Institute of Medical Sciences and SUM,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Host., Bhubaneswar",,,,,,,,Cancelled
5259,41781,Managment/ Paid,"MM Inst. Med. and Research, Mullana",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5260,41786,Managment/ Paid,"MM Inst. Med. and Research, Mullana",MBBS,,,,,,,Not Reported Seat
"",,Seats,,,,,,,,,Cancelled
5261,41789,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,8,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5262,41798,,,,Managment/,Santosh Medical College and,MBBS,UR,UR,3,Allotted in 2nd
"",,,,,Paid Seats,"Hsopital, Ghaziabad",,,,,Round
5263,41800,Managment/ Paid,Dr. DY Patil Medical College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Hospt., Pune",,,,,,,,Cancelled
5264,41805,Managment/ Paid,"MM College of Dental Scie. and Res.,",BDS,,,,,,,Not Reported Seat
"",,Seats,Mullana,,,,,,,,Cancelled
5265,41808,,,,Managment/,"Manipal College of Dental Sce.,",BDS,UR,UR,5,Allotted in 2nd
"",,,,,Paid Seats,Manipal,,,,,Round
5266,41819,Managment/ Paid,Dr. DY Patil Medical College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Hospt., Pune",,,,,,,,Cancelled
5267,41851,Managment/ Paid,"GITAM Institue of Med. Sce. and Res.,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Visakhapatnam,,,,,,,,Cancelled
5268,41863,Managment/ Paid,"SBKS Med. Inst. and Res. Centre,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sumandeep Vidyapeeth,,,,,,,,Cancelled
5269,41867,Managment/ Paid,"Santosh Dentall College and Hsopital,",BDS,,,,,,,Not Reported Seat
"",,Seats,Ghaziabad,,,,,,,,Cancelled
5270,41878,Managment/ Paid,Sri Ramachandra Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Res. Inst., Chennai",,,,,,,,Cancelled
5271,41894,Managment/ Paid,"Dr. DYP Edu. Soc. Deemed Uni.,",MBBS,,,,,,,No Upgradation
"",,Seats,Kolhapur,,,,,,,,
5272,41896,,,,Managment/,"Krishna Inst. of Med. Scie., Karad",MBBS,UR,UR,8,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5273,41903,Muslim Minority,"Yenepoya Medical College, Mangalore",MBBS,,,,,,,Not Reported Seat
"",,,,,,,,,,,Cancelled
5274,41912,,,,Managment/,"Rural Medical College and PIMS, Loni",MBBS,UR,UR,3,Allotted in 2nd
"",,,,,Paid Seats,,,,,,Round
5275,41914,Managment/ Paid,"Saveetha Medical College, Chennai",MBBS,,,,,,,No Upgradation
"",,Seats,,,,,,,,,
5276,41920,Managment/ Paid,BV Deemed Uni. Med. College and,MBBS,,,,,,,Not Reported Seat
"",,Seats,"Hos., Sangli",,,,,,,,Cancelled
